SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,LOST,PHOTO ON FILE,MISC INFORMATION,MUSEUM CROSS REFERENCE
Onolaska,,,Brig,1869,"Rockland, ME",12/17/1888,1888,12,17,Cold Spring LSS E 1 mi,,,Stranded in fog,Wood,,124.4,27.1,17.4,476,452,"Boston, MA","Falmouth, Jamaica","Philadelphia, PA",Griggs,9,,0,"$6,000","$10,000",Logwood,Cold Spring,N,N,#19305; Refloated but damaged,
Onondaga,,Clyde SS Co,Steamship,1905,"Philadelphia, PA",6/28/1918,1918,6,28,,,,Stranded,,,275.9,40.1,19.5,2696,,,,,,,,,,,,,,N,,
Onslow,,,Brig,,,1829,1829,,,Sandy Hook,,,Foundered in storm,,,,,,,,,"Swainsboro, NC",,,,,,,,Cotton & naval stores,,,N,,
Ontario,Full Rigged Clipper,"Grinnell, Minturn & Co",Clipper ship,1854,"New Castle, ME",3/8/1876,1876,3,8,Little Egg Harbor Inlet N 2 mi,39-31-5  N,74-15-7 W,Grounded,Wood,US,198.7,39.7,27.3,1544,,"New York, NY","London, England","New York, NY",Francis Patterson,27,,0,"$60,000","$125,000",General cargo,Bonds #22,Y,N,#19049; Most caargo saved,
Onward,,,Schooner,,,6/21/1877,1877,6,21,Hereford Inlet bar,39-00-48 N,74-42-00 W,Wrecked,,,,,,94,,"Eden, ME","Providence, RI","Wilmington, DE",Mayo,4,,0,"$3,000",$300,Barrels of flour,Stone Harbor #35,Y,N,Total loss,
Optimist,,Stephen LaBerge,Ketch,,"Stuttgart, Germany",12/6/1952,1952,12,6,Little Beach South tip,,,Grounded in storm,Steel,US,45,,8,,,,"New York, NY",Panama,Stephen LaBerge,3,1,4,,,,USCG Little Egg Harbor,N,N,#11D1604; Refloated,
Orb,,,Schooner,,,11/22/1854,1854,11,22,,,,"Collision w/ ""Charlotte E Tay""",,,,,,,,"Philadelphia, PA","Philadelphia, PA","Boston, MA",,,,0,,,,,Y,N,Sunk; Total loss,
Orbit,,,Packet ship,,,1/1827,1827,1,,Squan Inlet,,,Sank,,,,,,384,,,,,Josiah Macy,,,,,,,,Y,N,,
Ordnance,,U S Army,Steamship,,"Wilmington, DE",1/2/1898,1898,1,2,Sandy Hook Point,,,Stranded in fog,Wood,US,100,19.6,9.6,97,,"New York, NY",,"New York, NY",Sullivan,20,,0,"$27,500",$100,,,N,N,Refloated,
Oregon SS (1884),,Cunard SS Line,Passenger liner,1883,"Glasgow, Scotland",4/19/1884,1884,4,19,Sandy Hook LSS NE 2 mi,,,Stranded,Steel,,520,54,40.75,7375,,"New York, NY","Liverpool, England","New York, NY",Price,295,418,0,"$1,500,000","$500,000","Passengers, general cargo, mail",Sandy Hook,N,Y,#87887; Refloated w/ no assistance,
Oregon SS (1886),,Cunard SS Line,Passenger liner,1883,"Glasgow, Scotland",3/14/1886,1886,3,14,Fire Island Inlet SE 15 mi,40-32-00 N,72-53-00 W,Collision,Steel,,520,54,40.75,7375,,"New York, NY","Liverpool, England","New York, NY",Cottier,295,641,0,"$1,500,000","$500,000","Passengers, general cargo, mail",,Y,Y,Total loss,
Orellana,,J C A Johansson,Bark,1885,"Glasgow, Scotland",5/12/1914,1914,5,12,New Jersey coast,,,"Blown up by revenue cutter ""Mohawk""",,Norway,198.6,33.7,19.8,891,819,"Christiana, Norway",,,Johansson,,,,,,,,Y,N,U/W Obstacle; Removed as a menace,
Orestes,,,Brig,,,11/24/1854,1854,11,24,Egg Harbor,,,Stranded,,England,,,,,,,"Turks Is., West Indies","New York, NY",,,,,,,Salt,,Y,N,Sank,
Oriental,,,Schooner,,,12/4/1844,1844,12,4,Brigantine Shoal,,,Wrecked,,,,,,,,"Bridgeport, CT","Bridgeport, CT","Philadelphia, PA",Goodsell,5,,5,,,,,,N,,
Orion (1850),,,Bark,,,1/1850,1850,1,,New Jersey coast,,,Wrecked,,,,,,,,,,,,90,,0,,,,,,N,,
Orion (1864),,,Bark,,,2/1864,1864,2,,New Jersey coast,,,,,,,,,,,,"New York, NY","Philadelphia, PA",,,,,,,,,,N,,
Oriona,,,Brig,,,6/15/1865,1865,6,15,Squan Inlet S 5 mi,,,Stranded,,,,,,,,,,,,10,,0,,,,,Y,N,Cargo partially saved,
Orlando V Wooten,,,Schooner 4 masted,1901,"Bath, ME",4/8/1922,1922,4,8,Barnegat,,,Stranded,,,167.2,36.2,13.6,677,573,"New York, NY",,,A J Huston,8,,0,,,,,Y,N,#155427; Total loss,
Orleans,,Robert B Wathen,Barge,1916,"Bath, ME",8/18/1946,1946,8,18,"Long Branch, NJ",40-18-54 N,73-53-24 W,Foundered,,,244.1,41,19.7,1602,1426,"Baltimore, MD",,Freight service,,,,,,,,,Y,N,#214542; Total loss,
Ormond,,,Schooner - Barge,1919,"Jacksonville, FL",1/9/1926,1926,1,9,"Highlands, NJ",40-25-24 N,73-54-00 W,Foundered,Wood,,228.1,37,19.3,1313,1212,"Baltimore, MD",,,,4,,4,,,Coal,,Y,N,#219129; Total loss,
Orville Harden,,Panama Transport Co,Twin diesel tanker,,,2/4/1945,1945,2,4,Ambrose Channel S 2 mi,,,Collision,,,,,,17990,,,"Beaumont, TX","New York, NY",Koj Borgly,57,,1,,,"109,486 bbls fuel oil",,N,N,Raised & refloated,
Oscar,,,Schooner,,,5/5/1849,1849,5,5,Cape May Brandywine Shoal,,,Stranded,,,,,,,,,"Philadelphia, PA","Bangor, ME",,,,,,,Coal,,Y,N,Total loss,
Oscar A Thompson,Kent,,Sidewheel steam,1839,,11/25/1857,1857,11,25,"Gloucester Point, PA",,,Burned,,,,,,142,,,,,,,,,,,,,,N,"Initially named ""Kent""",
Osceola (1858),,,,1838,,1/1/1858,1858,1,1,"Jersey City, NJ",,,Burned,,,,,,281,,,,,,,,,,,,,,N,,
Osceola (1926),,Westmoreland Coal Co,Schooner,1918,"Bath, ME",4/19/1926,1926,4,19,Barnegat E 1 mi,,,Struck submerged object,Wood,,245.9,41.2,20.1,1621,1472,"Philadelphia, PA","Hampton Roads, VA","Newburyport, MA",Harry Parsons,5,,0,"$50,000","$10,000",1862 ton coal,,N,N,"#215253; Towed by tug ""Prudence""",
Osprey (1853),,,Brig,,,3/29/1853,1853,3,29,Seven Mile Beach,,,Stranded,,England,,,,,,,"Arecibo, Puerto Rico","Philadelphia, PA",,,,,,,,,Y,N,Bilged; Total loss,
Osprey (1904),,,Steamship,1853,,10/4/1904,1904,10,4,"Billingsport, NJ",,,Burned,,,,,,392,,,,,,,,,,,,,,N,,
Osprey (1950),,Anthony Izzio,Motor vessel,1936,"Morgan, NJ",3/12/1950,1950,3,12,Five Fathom Bank Lightship NE 17 mi,,,"Collision w/ ""American Scout""",,,32.8,10.4,4,10,8,"Philadelphia, PA",,Fishing service,,,,,,,,,Y,N,#234185; Total loss,
Osprey (1953),,,Fishing trawler,1943,,7/31/1953,1953,7,31,Asbury Park E 3 mi,,,Burned,,,83,,,64,,,"Acrebo, Spain","Philadelphia, PA",,2,,0,,,,,,Y,#253512,
Oswego,,,Brig,,,8/27/1842,1842,8,27,Barnegat,,,Missing,,,,,,,,"Waldoboro, ME","Schuylkill, NJ","Boston, MA",,,,,,,,,Y,N,Given up as lost,
Othere,,,Bark,1868,"North Glassgow, England ",5/26/1878,1878,5,26,Barnegat Inlet S,,,,,England,146.4,32.6,18.7,647,597,"London, England","Havre, Belgium","Sandy Hook, NJ",Wilson,12,,0,"$20,000",,,,N,N,#55547; Refloated,
Otis,,,Brig,,,1/12/1839,1839,1,12,Fort Miffin Piers Philadelphia,,,"Struck ice, leaking",,,,,,,,,,,,,,,,,,,Y,N,Grounded; Sunk; Total loss,
Ottawa,,,Bark,,,1/1856,1856,1,,Sandy Hook Romer Shoal,,,Grounded,,,,,,,,,"Havana, Cuba","New York, NY",,,,,,,,,,N,,
Ovetta,,John G Harvey,Schooner,1858,"North Post, LI, NY",11/7/1880,1880,11,7,Hereford Shoal,,,Stranded,,,92,25.7,7.6,127.71,105,"New Haven, CT","New Haven, CT","Rappahanock River,VA",John G Harvey,8,,,"$8,000",,,Hereford #36,N,N,#19043; Refloated,
Ovidia,,,Steamship,,,11/19/1930,1930,11,19,Ambrose Lightship,,,Sank,,,,,,,,,,,,,,,,,,,,N,,
Owen Bearse,,Dennis Sturges,Schooner,1863,"Cleveland, OH",11/1/1867,1867,11,1,New Jersey coast,,,Stranded,,,,,10,215,,"Boston, MA",,,Parker,7,,,"$12,000","$12,000",,,N,N,"Saved by ""Lackawanna""",
Ozello,,,Brig,,,5/15/1814,1814,5,15,Barnegat,,,Stranded,,,,,,,,"New Haven, CT",,,,,,,,,,,Y,N,Total loss,
P A Saunders,,Steelman & Co,Schooner,1855,"Bridgeton, NJ",3/16/1876,1876,3,16,Highland Light S .5 mi,,,"Collision w/ ""Jeremiah""",Wood,,,,10,174,,"Bridgeton, NJ","Norfolk, VA","New York, NY",Steelman,,,,"$4,000",$600,Pine wood,Seabright #3,,N,#3041,
P C Barnum,,,Sloop fishing ,,"Long Island, NY",7/30/1886,1886,7,30,Sandy Hook W,,,Capsized,,,47.4,14.5,4.4,197,18.72,"Keyport, NJ",,,,,,,,,,,N,N,#19893; Sank; raised,
P F No 5,,,,1918,,1/22/1943,1943,1,22,Bayonne Pier 4,,,Collision w/ Barge #2,,,,,,,9,,,,,,,,,,,,Y,N,#214773; sank,
P J Carlton,,,Schooner - Barge,1870,"Camden, ME",3/5/1902,1902,3,5,Sandy Hook Romer Shoal,,,Stranded,,,170,35,21.7,,,,,,,,,,,,,,Y,N,#19563; Total loss,
P N Falkinburg,,,,,,10/1868,1868,10,,Barnegat,,,Stranded,,US,,,,53,,"Squan, NJ","New York, NY","Toms River, NJ",M Van Note,4,,0,,,Coal,,,N,,
P R R No 100,,,Barge,1923,,7/28/1941,1941,7,28,"Elizabethport, NJ Pier 14",,,Foundered,,,,,,306,,,,,,,,,,,,,,N,,See scrapbooks 38 - 43 - Purple Misc
P R R No 704,,,Barge,1874,,12/19/1905,1905,12,19,"Elizabethport, NJ Pier",,,Collision w/ pier,,,,,,196,,,,,,1,,0,,,,,,N,#67299,
P T Barnum (1894),,W W Blake,Schooner,1890,"Bridgeport, CT",12/22/1894,1894,12,22,Hereford Inlet South bar,,,Stranded,Wood,,158.7,36.5,17.2,668,634.5,"Bridgeport, CT","Bridgeport, CT","Philadelphia, PA",Blake,9,,0,"$35,000",,None,,N,N,"#150505; Refloated by tug ""North America""",
P T Barnum (1904),,W W Blake,Schooner,1890,"Bridgeport, CT",11/6/1904,1904,11,6,Five Fathom Bank,,,"Collision w/ ""Aragon""",Wood,,158.7,36.5,17.2,668,634.5,"Bridgeport, CT","New York, NY","Newport News, VA",John Hawkins,8,,0,"$35,000",,None,,N,N,#150505; Minor damage,
Pacific (1855),,,Bark,,,11/2/1855,1855,11,2,Barnegat,,,Collision,,,,,,,,,"New York, NY","Cienfuegos, Cuba",,,,,,,,,,N,,
Pacific (1856A),,,Schooner,,,1/5/1856,1856,1,5,Little Egg Harbor,,,Grounded,,,,,,,,"Wilmington, DE","Wilmington, DE","New York, NY",Pharo,5,,4,,,,,,N,,
Pacific (1856B),,,Schooner,,,5/6/1856,1856,5,6,"Long Branch, NJ",,,Wrecked,,,,,,,,,,,,5,,4,,,,,,N,,
Packet,,,Brig,,,4/20/1848,1848,4,20,Barnegat,,,Abandoned in gale,,,,,,,,"Richmond, VA","Baltimore, MD","Boston, MA",,,,,,,,,Y,N,Total loss,video http://www.t3licensing.com/license/clip/331743_014.do
Pair of Kings,,,Tanker barge,,,8/10/2005,2005,8,10,Wildwood Artificial Reef,38-58-03   N,74-41-07   W,Scuttled,Steel,US,132,,,,,NJ AR,WW,61,,,,,,,,,Y,Y,"Sponsor - BassBarn.com, et al",Scrapbook #15
Palistine (1868),,,Schooner,,,8/1868,1868,8,,New Jersey coast,,,Stranded,,,,,,,,,,,,,,,,"$70,000",,,N,N,Saved by Atlantic Wrecking Co; no damage,
Palistine (1896),,,Schooner,1865,"Greenport, NY",5/3/1896,1896,5,3,Ocean City LSS SSE 1 mi,,,Grounded,,,55,16.3,5.5,31,29,"Chincoteague, VA","Hampton, VA","Atlantic City, NJ",Clark,3,,0,"$1,000",$500,Oysters,Ocean City,Y,N,#20005; Total loss,
Palmer,,,Barge,,,1937,1937,,,Absecon Inlet Bell Buoy E 8.6 mi,39-21-19 N,74-11-31 W,,,,39,,,,,,,,,,,,,,,,Y,N,,
Palmetto State,,J S Babson,Schooner,1860,"Essex, MA",3/6/1866,1866,3,6,Cape May 2 Mile Beach,38-57-18 N,74-51-00 W,Stranded,Wood,,,`,8,95,,"Gloucester, MA","New York, NY","Norfolk, VA",,5,,,,,General,,Y,N,Total loss,
Palmyro,,,,,,7/1/1840,1840,7,1,Fort Washington Point,,,Struck in a Squall,,,,,,,,"Newark, NJ","Rockland, NY","Newark, NJ",,3,2,5,,,Stone,,Y,N,Sank,
Pamelia,,,Schooner,,,11/7/1842,1842,11,7,Deal Beach,,,Stranded,,,,,,,,,,,,,,,,,Pine wood,,Y,N,Total loss,Scrapbook #15
Pan Massachusetts,Commonwealth,National Bulk Carriers,Tanker,1943,"Norfolk, VA",6/6/1953,1953,6,6,"Delaware River, Reedy Point",,,"Collision w/ ""Phoenix""",Steel,US,515.11,70,,11015,,"New York, NY","Texas City, TX","Philadelphia, PA",Reginald C Gross,41,,0,,,"150,000 barrels gasoline",USCG,N,Y,"#243208; Rebuilt 1954 as ""Commonwealth""",
Pan Pennsylvania,,National Bulk Handlers,Tanker,1943,"Norfolk, VA",4/16/1944,1944,4,16,Ambrose Light E 200 mi,40-23-20 N,69-36-30 W,Torpedoed by U-550,Steel,US,516,70,38,11061,,"Wilmington, DE","New York, NY","Barry, Wales, England",Delmer M Leidy,81,,25,,,"140,000 bbls 80 octane gas",,Y,Y,War Loss; Convoy CU-21,
Panaud,,,Schooner,,,9/5/1868,1868,9,5,New Jersey coast,,,,,,,,,,,,,,,8,,,"$10,000",,,,,N,,
Panchito,,Robert Oho,Brig,1866,"San Felis, Spain",2/13/1888,1888,2,13,Ocean City LSS S .75 mi,39-14-40 N,74-36-50 W,Stranded in storm,,Spain,102.6,"42,2",12.4,267,,"Barcelona, Spain","Laguano, Mexico","New York, NY",Mulet Llado,11,,0,"$4,000","$9,000",Hides and logwood,Ocean City,N,N,Refloated,
Pandora,,,Sloop,,,2/1/1880,1880,2,1,Between Cold Spring & Turtle Gut,,,Stranded,,,,,,24.19,,"Perth Amboy, NJ","Philadelphia, PA","New York, NY",Longstreet,2,,0,"$2,800",,None,"2 mi Sta #28, Squan Beach",N,N,#150175; Refloated,
Panther,,Reading Rail Co,Steamship,1870,"Philadelphia, PA",3/9/1872,1872,3,9,Squan Beach,39-59-00 N,74-04-40 W,Stranded,Iron,,,,12,699,,"Philadelphia, PA","Boston, MA","Philadelphia, PA",Mills,10,,0,,,None,Green Island #12,N,N,#20357; Refloated,
Paragon,,,Sloop,,,6/1825,1825,6,,Cape May W,,,Stranded,,,,,,,,,,"New York, NY",,,,,,,,,,N,,
Paramount V,,James Bogan,Party fishing boat,,,12/17/1947,1947,12,17,Manasquan Inlet,,,Capsized in storm,Wood,US,40,,,,,"Brielle, NJ","Brielle, NJ",Fishing trip,Charles Fuchs,2,14,7,,,,USCG Manasquan Inlet,N,Y,,
Park City,,,Steamship,1898,"Port Jefferson, NY",8/8/1951,1951,8,8,Manasquan Inlet,40-07-00 N,74-01-30 W,Hit floating timber,Wood,,143.5,28,9.9,391,208,,"New York, NY","Houston, TX",,16,,2,,,,,,Y,#150774; took on water,
Parkfield,,W & Rwrights,Sailing ship,1872,"St Johns, NS",2/4/1883,1883,2,4,Little Egg Harbor S 2 mi,39-27-30 N,74-16-20 W,Stranded in fog,,England,200.5,39.6,24,1379,,"Liverpool, England","Calcutta, India","New York, NY",Wm Anderson,24,,0,"$25,000","$120,000","Hides, linseed , Jute",Little Egg Harbor #23,Y,N,#69259; Total loss,
Pasquale,,,,1917,,6/4/1942,1942,6,4,"Dennis Creek, NJ",,,Foundered,,,,,,10,,,,,,,,,,,,,,N,#221990,
Passaic,,,Barge,1922,,5/8/1930,1930,5,8,Bayonne,,,Burned,,,,,,552,,,,,,,,0,,,,,,N,#168370,
Passaic Bridge,,,Freighter,1919,"Newark, NJ",10/4/1919,1919,10,4,Barnegat,,,Stranded,Steel,US,324,46.2,25,3658,2256,"Newark, NJ",,,,37,,,,,Maize & linseed,,N,N,#217926; Refloated,
Passyunk,,,Steamship,1913,,11/5/1957,1957,11,5,"Bridgeport, Del Riv S .25 mi",,,Burned,,,,,,89,,,,,,,,,,,,,,N,,
Pastime IV,,,Motor vessel gas,1918,,11/29/1923,1923,11,29,Little Egg Harbor bar,,,Burned,,,,,,21,,,,,,2,,0,,,,,,N,#218212,
Patapsco,Potapsco,,Brig,,,9/28/1847,1847,9,28,Brigantine Beach,39-33-00 N,74-23-30 W,Stranded,,,,,,,,"Boston, MA",,,,,,,,,,,N,N,Refloated,
Pathfinder,,,Sloop - Yacht,1881,"Islip, NY",9/9/1895,1895,9,9,Sandy Hook,,,Stranded,,,27,12.6,2.5,5.27,5.01,"New York, NY",,Cruising,,3,,0,$300,,,Sandy Hook,,N,#150247,
Pathway,,J D Robinson,Schooner,1872,"Brocklawn, LI, NY ",11/7/1879,1879,11,7,Highlands SE 60 mi,,,Collision,,,,,,145,,"Boston, MA","Carrotoman River, VA","Bath, ME",,,,1,,,Ship timber,,,N,#150117,
Patrice McAllister,,McAllister Brothers Inc,Tug,1919,"New Orleans, LA",10/1/1976,1976,10,1,Brigantine Inlet E 5 mi,,,Foundered while in tow,,,93.9,24.04,12,196,133,"Wilmington, DE","Philadelphia, PA","New York, NY",,,,,,,,,,N,#219162,
Patricia,,George T Travis,Yacht motor,1921,"Stamford, CT",8/2/1936,1936,8,2,Green River E 6 mi,,,Burned,Wood,,60.5,12,3.6,27,,"Wilmington, DE",,,,,,,,,,,,N,#221609; No one aboard,
Patricia Gale,,William Voliva,Fishing trawler,,,6/1/1976,1986,6,1,Beach Haven E 8.5 mi,,,Collision,Steel,,58,,,,,"Chincoteague, VA",,,William Voliva,3,,0,,,,Cape May,N,N,"Steering failed; Rescued by ""Ocean Wave""",See scrapbooks 38 - 43 - Purple Misc
Patricia Moran,,,Tug,,,1/12/1966,1966,1,12,"Kill van Kull, NY",,,"Collision w/ ""Morania Marlin""",,,108,,,,,,,,,,,4,,,,,,N,,
Patrick Henry,,,Schooner,,,3/16/1843,1843,3,16,Manasquan Beach,,,Stranded,Wood,US,,,,,,,"York River, VA","Providence, RI",Shelly,,,,,,Corn,,Y,N,Total loss - vessel & cargo,
Patriot,,,Schooner,,,3/3/1858,1858,3,3,Cape May,,,Stranded,,,,,,,,,,"Philadelphia, PA",,,,,,,,,,N,,
Pattie Morrisette,Northern #14,Eastern Transportation Co,Barge,1917,"Havre De Grace, MD",1/24/1935,1935,1,24,Five Fathom Bank Lightship,38-37-18 N,74-43-00 W,Foundered,Wood,US,204,35,14.6,971,913,"Wilmington, DE","Norfolk, VA","New York, NY",,3,,3,,,Coal,,,N,"#215821; Formerly ""Northern #14""",
Paul P Keller,,McGee et al,Schooner,1871,"Milford, DE",11/26/1873,1873,11,26,Barnegat,,,Collision,,US,,,9.5,204,,"Philadelphia, PA","Philadelphia, PA","Boston, MA",L R King,,,,,,,,N,N,Partial loss,
Pauline ,,,Sloop,,,9/14/1894,1894,9,14,Great Egg LSS WSW 1.75 mi,,,Stranded,,,,,,,,"Petersberg, NJ","Petersburg, PA","Atlantic City, NJ",,2,,0,$150,$30,Vegetables,Great Egg,N,N,Refloated,
Pauline M,,Joseph Connelly Jr,Yacht motor,1922,"New York, NY",7/1/1932,1932,7,1,Barnegat Lightship,,,Burned,,,55,10,5.3,20,,"New York, NY",,,,,,,,,,,,N,#222564,
Pauline Marie,,Seacoast Products Inc,Freighter,1943,"Sturgeon Bay, WI",3/29/1985,1965,3,28,Atlantic City Artificial Reef,39-13-763 N,74-12-182 W,Explosives,Steel,US,165,32,32,,,NJ AR,AC,2,,,,,,,,,Y,Y,Sponsor - Fisherman Magazine,
Pauline Marie,,,Freighter,,,4/3/1985,1985,4,3,Atlantic City,,,Artificial reef sinking,Steel,,165,,,,,,,,,,,,,,,,Y,N,WW II Vintage ship,
Pawnee,,,,1896,,9/19/1918,1918,9,19,"East Millstone, NJ",,,Burned,,,,,,20,,,,,,1,,0,,,,,,N,#150727,
Peace,,,,,,~1874,1874,,,"Hog Island, Delaware River",,,Wrecked,,,,,,,,,"London, England",Virginia,Star,,,,,,,,,N,,
Peacedale,,,Schooner,1871,"Bath, ME",11/23/1885,1885,11,23,"Ocean Grove, NJ",,,Disabled in gale,,,,,,129.24,122.78,"Newport, RI","Philadelphia, PA","Narragansett Pier, RI",Charles H Arnold,5,,0,"$12,000","$1,200",Coal,Deal & Shark River,Y,N,Total loss,
Pearce (1837),,,Schooner,,,5/18/1837,1837,5,18,Cape May,,,Stranded,,,,,,,,,,,,,,,,,Coal,,Y,N,Total loss,
Pearce (1944),,Robert B Wathen,Barge,1913,"Wilmington, DE",9/30/1944,1944,9,30,Barnegat Light,,,Foundered,,,181.4,40,15.4,944,922,"Baltimore, MD",,,,,,,,,,,Y,N,#211872; Total loss,See scrapbooks 38 - 43 - Purple Misc
Pedroga,,,Brig,,,11/16/1854,1854,11,16,Absecon Inlet South bar,,,Stranded,,,,,,,,"New York, NY",,,James Burns,,,,,,Logwood & sponges,,Y,N,Went to pieces,
Peer Gynt,,Isobel Dobbin Naame,Yacht motor,1917,"Christiania, Denmark",9/20/1937,1937,9,20,Cold Spring Harbor E .5 mi,,,Burned,,,62.4,"11,4",5.4,25,,"Philadelphia, PA",,,,7,,0,,,,,Y,N,#224941; Total loss,
Peerless (1878),,,Schooner,,,7/25/1878,1878,7,25,Crow Shoal near Cape May,,,Grounded,,,,,,73,,"Port Jefferson, NY","Philadelphia, PA","Chatham, MA",Smith,3,,0,"$2,000",$500,Coal,Cape May #40,Y,N,Total loss,
Peerless (1951),,William H Huff,Fishing trawler,1927,"West Haven, CT",5/29/1951,1951,5,29,Ambrose Lightship SSE 40 mi,39-44-46 N,74-05-20 W,Foundered,,,56,16.7,5.3,29,20,"New York, NY",,Fishing service,,7,,0,,,,,Y,N,#226305; Total loss,
Peggy (1767),,,Sloop,,,7/1767,1767,7,,Marcus Hook,,,Grounded by ice,,,,,,,,,"New York, NY","Philadelphia, PA",Stewart,7,,0,,,,,,N,,
Peggy (1774),,,Brig,,,2/1/1774,1774,2,1,Cohansey Creek,,,Grounded by ice,,,,,,,,,Virginia,"Philadelphia, PA",Mitchell Reed,,,,,,,,,N,,
Peggy (1794),,,,,,~1794,1794,,,Delaware Bay,,,Lost,,,,,,,,,"Philadelphia, PA","Savannah, GA",,,,,,,,,Y,N,Total loss,
Peggy Diana,LCM-6,U S Army,Landing craft,1943,"New Orleans, LA",11/14/1987,1987,11,14,Cape May Artificial Reef,38-50-830 N,74-42-510 W,Water cannons,Steel,US,56,14,8,64,,NJ AR,CM,6,,,,,,,,,Y,Y,Sponsor - U S Army Transportation Corp,
Pennington,,Reading Rail Co,Barge,1917,"Baltimore, MD",1/11/1947,1947,1,11,New Jersey coast,40-53-00 N,73-55-00 W,Burned while in tow,Wood,US,196.3,34.6,18.3,967,894,"Baltimore, MD","New York, NY","Baltimore, MD",,6,,0,,,In ballast,,,N,#215480,
Pennsylvania (1817),,,Schooner,,,5/1/1817,1817,5,1,Cape May,,,Sank in gale,,,,,,,,,"Charleston, SC",,,,,,,,,,Y,N,Filled w/ water,
Pennsylvania (1935),,,Steamship,1894,,2/5/1935,1935,2,5,"Coopers Creek, Camden, NJ",,,Stranded,,,,,,76,,,,,,,,,,,,,,N,,
Penquin,,,Motor vessel,1883,,8/4/1937,1937,8,4,"Vulcan Pier, Jersey City, NJ",,,Burned,,,,,,21,,,,,,1,,0,,,,,,N,#150336,
Pentland Firth,,Firth Steam Trawlers Co,Trawler,1934,"Beverly, England",9/22/1942,1942,9,22,Spermaceti Cove E 5.5 mi,40-25-19 N,73-52-05 N,"Collision w/ ""Chaffinch""",Steel,England,164.4,27.3,14.4,485,424,England,,,,,,,,,,,,Y,War accident,
Perasto,,Cunich & others,Brig Polacre,1826,Trieste,8/13/1839,1839,8,13,Barnegat S 5 mi,39-38-24 N,74-10-12 W,Stranded in gale,Wood,Austria,,,,260,,,"London, England","Philadelphia, PA",Cunich,13,,13,,,Cargo recovered,,Y,N,Total loss,
Peregrine II,,,Motor vessel diesel,1926,,5/27/1956,1956,5,27,"Leesburg, NJ wharf",,,Burned,,,,,,109,,,,,,,,,,,,,,N,,
Perkasie,,Reading Rail Co,Schooner - Barge,1908,"Noank, CT",7/8/1909,1909,7,8,"Off Barnegat, NJ",,,Foundered while in tow,Wood,,193.2,35,17.6,956,869,"Philadelphia, PA","Philadelphia, PA","Boston, MA",Augustine Landry,5,,0,"$38,546","$7,100",1565 ton coal,,Y,N,#204990; Total loss,Scrapbook #81
Perkiomen,,Reading Rail Co,Steamship,,,11/26/1875,1875,11,26,Barnegat,,,"Collision w/ ""Anna Shephard""",,,243.6,37,20.3,1035,,"Philadelphia, PA","Philadelphia, PA","Boston, MA",Pierce,,,,,,Coal,,N,N,Returned to Philadelphia for repairs,
Pero D'Alemquer,,,Bark,1869,"Liverpool, England",12/2/1915,1915,12,2,"Mantaloking, NJ",,,Stranded,Iron,Portugal,263,38.2,23.1,1528,1469,"Lisbon, Portugal","Lisbon, Portugal","New York, NY",Thomas Stephens,,,,,,,,N,Y,Refloated,
Perry (1843),,,Brig,,,1/7/1843,1843,1,7,Pecks Beach,,,Grounded; Bilged,,,,,,,,,"Georgetown, SC","New York, NY",Thompson,,,,,,,,Y,N,Ship lost; cargo saved,
Perry (1937),,,Motor vessel gas,1936,,5/2/1937,1937,5,2,"Atlantic City, NJ",,,Foundered,,,,,,14,,,,,,10,,0,,,,,Y,N,#235145; Total loss,
Persephone,,Panama Transport Co,Tanker,1925,,5/25/1942,1942,5,25,Barnegat Light NE 2.5 mi,39-46-28 N,74-02-00 W,Torpedoed; war loss,Steel,Panama,468.7,63.2,35.2,8426,,Panama,Aruba,"New York, NY",Hilge Quistgaard,37,,9,,,"90,000 bbls fuel oil",USCG Barnegat Light,Y,Y,Bow salvaged; stern sank; 21K bbls saved,
Perserverance (1815),,,Brig,,,12/25/1815,1815,12,25,Pecks Beach,39-17-30 N,74-32-30 W,Stranded during storm,,,,,,,,"La Havre, France","LeHavre, France","New York, NY",Snow,7,10,13,,"$400,000","Rich goods, china, glass, silks",,Y,N,Total loss,See Misc File Drawer
Perserverance (1835),,,Schooner,,,~1835,1835,,,Squan Beach,,,Stranded,,,,,,,,"Philadelphia, PA","Philadelphia, PA","New York, NY",,,,,,,Coal,,Y,N,Total loss; crew saved,
Persistence,,,Trawler,,,2/12/1991,1991,2,12,Barnegat E 25 mi,,,Flooded ,Wood,US,45,,,,,Barnegat Light. NJ,Barnegat Light. NJ,Barnegat Light. NJ,Richard Geronimo,2,,0,,,,,,,,
Peru (1840),,,Schooner,,,12/18/1840,1840,12,18,Highlands Lights N 2 mi,,,Stranded & bilged,,,,,,,,"Portland, ME","New York, NY","Boston, MA",,,,,,,,,Y,N,Total loss; crew saved,
